GID	predOf	DMCg	logFSY	logFRY	PA	StC	Anthractnose	ManchaBranca	ManchaParda	QueimaFolhas
1843	BR-21GS-C3-148-18	GEBV	0.0554780937341118	-0.0592460019176318	0.233774614400854	0.234377431191199	0.25384257632878	0	0.000903697169369644	0.0835235000798923	0
1844	BR-21GS-C3-148-18	GETGV	-0.0301720530838274	-0.076002784935669	0.257301058134594	0.152860339422793	0.25384257632878	-0.00290232502199452	0.0656472128737887	0.0835235000798923	1.38922399192745e-05
1845	BR-21GS-C3-148-27	GEBV	-0.965722956299563	-0.14505818794084	0.0496042264412509	0.830444596593051	0.234927506959008	0	0.00153034606613998	0.0329971094556902	0
1846	BR-21GS-C3-148-27	GETGV	-1.18584042422263	-0.202823428473469	0.00217125503253483	0.76255127051938	0.234927506959008	-0.0140002910171382	0.0192903957129912	0.0329971094556902	-1.25965517891753e-05
1847	BR-21GS-C3-149-8	GEBV	0.340904011825705	0.00876879460904512	-0.159530289134698	0.506168679366518	0.572676181092679	0	-0.0086016171439384	-0.00662635546280714	0
1848	BR-21GS-C3-149-8	GETGV	0.166095098677012	0.0373888698594773	-0.11406457410662	0.419393788708607	0.572676181092679	-0.00265195640077734	0.0143197636798002	-0.00662635546280714	-5.20513251602925e-05
1849	BR-21GS-C3-150-3	GEBV	1.49591880409789	-0.158019924307188	-0.181580340192038	0.449185732483899	0.730527336177311	0	0.00125409091896698	0.0110507902827249	0
1850	BR-21GS-C3-150-3	GETGV	1.79171415555144	-0.0998003577778273	-0.108476791118938	0.297243156093082	0.730527336177311	-0.00547132740251263	0.0226849385196397	0.0110507902827249	-4.72712123047546e-05
1851	BR-21GS-C3-152-1	GEBV	0.618172547529874	0.0444018900487082	0.025392593623672	-0.187724910887113	0.198513277525688	0	0.0054094254929686	-0.00272957334513743	0
1852	BR-21GS-C3-152-1	GETGV	-0.0165112412713964	-0.0286330647211578	-0.132853694163359	0.0440422668979538	0.198513277525688	-0.00305594526449206	0.000826999636713529	-0.00272957334513743	2.74250106589055e-05
1853	BR-21GS-C3-154-4	GEBV	0.33037659822389	-0.0218836662459573	0.114131806123579	-0.155924464576026	-0.143578486722117	0	-0.00647615863081562	0.0424695708366187	0
1854	BR-21GS-C3-154-4	GETGV	0.214644074616923	0.025618613262674	0.141223966415284	0.101746085883689	-0.143578486722117	-0.016397470878635	0.04055870027223	0.0424695708366187	6.67003391539349e-05
1855	BR-21GS-C3-146-1	GEBV	0.956969904579183	0.0465259682435256	0.128448439876113	0.621800796507674	0.343184004331656	0	-0.0108002815744514	0.0409114123416927	0
1856	BR-21GS-C3-146-1	GETGV	1.06742545051546	0.087177365805049	0.146864417717566	0.442246226325519	0.343184004331656	0.00501764490890927	-0.0138947986652194	0.0409114123416927	5.07988199833509e-06
1857	BR-21GS-C3-146-10	GEBV	0.353198312065976	0.0904970492287427	0.0749792775451265	0.770965102019089	-0.0644172149988253	0	-0.00132768212188702	0.0369607761733027	0
